smiles,mu
CC1(CC1)C1=CC=CO1,0.4815
CC1(CC1)C1=CN=CN1,3.6959
CC1(CC1)C1=CN=CO1,2.2537
CC1(CC1)C1=NC=CN1,3.2795
CC1(CC1)C1=NC=CO1,1.2123
CC1(CN1)C1=CC=CN1,1.944
CC1(CN1)C1=CC=CO1,1.237
CC1(CN1)C1=CN=CN1,3.9271
CC1(CN1)C1=CN=CO1,3.3215
CC1(CN1)C1=NC=CN1,2.5815
CC1(CN1)C1=NC=CO1,2.2394
CC1(CO1)C1=CC=CN1,0.9557
CC1(CO1)C1=CC=CO1,2.0098
CC1(CO1)C1=CN=CN1,2.6727
CC1(CO1)C1=CN=CO1,2.0463
CC1(CO1)C1=NC=CN1,2.0392
CC1(CO1)C1=NC=CO1,2.2248
OC1(CC1)C1=CC=CN1,0.9953
OC1(CC1)C1=CC=CO1,1.1541
OC1(CC1)C1=CN=CN1,2.6432
OC1(CC1)C1=CN=CO1,2.148
OC1(CC1)C1=NC=CN1,2.6527
OC1(CC1)C1=NC=CO1,1.7664
CC1(CC1)C1=CNC=C1,1.9079
CC1(CC1)C1=CNC=N1,3.2791
CC1(CC1)C1=COC=C1,0.7498
CC1(CC1)C1=COC=N1,1.1331
CC1(CN1)C1=CNC=C1,2.4127
CC1(CN1)C1=CNC=N1,1.9573
CC1(CN1)C1=COC=C1,1.7397
CC1(CN1)C1=COC=N1,0.8431
CC1(CO1)C1=CNC=C1,3.2851
CC1(CO1)C1=CNC=N1,3.083
CC1(CO1)C1=COC=C1,1.4255
CC1(CO1)C1=COC=N1,0.8643
OC1(CC1)C1=CNC=C1,3.2156
OC1(CC1)C1=CNC=N1,3.5768
OC1(CC1)C1=COC=C1,0.765
OC1(CC1)C1=COC=N1,1.3221
CC1(CC1)N1C=CC=C1,2.0221
CC1(CC1)N1C=CN=C1,4.0113
CC12CC1C1=CC=CN21,2.0686
CC12CC1C1=CN=CN21,4.285
CC12CC1C1=NC=CN21,3.8426
CC12CC1N1C=CC=C21,1.8356
CC12CC1N1C=CN=C21,3.3663
CC12CC1N1C=NC=C21,4.0737
OC12CC1N1C=CC=C21,1.1993
OC12CC1N1C=CN=C21,3.1585
OC12CC1N1C=NC=C21,3.1375
CC1=C(C)C(=N)N=CN1,5.9245
CC1=C(C)C(=N)N=CO1,3.4976
CC1=C(C)C(=O)C=CN1,6.4407
CC1=C(C)C(=O)C=CO1,3.9845
CC1=C(C)C(=O)N=CN1,7.4338
CC1=C(C)C(=O)N=CO1,5.232
CC1=C(N)C(=N)N=CN1,5.4446
CC1=C(N)C(=N)N=CO1,3.1283
CC1=C(N)C(=O)C=CN1,5.9987
CC1=C(N)C(=O)C=CO1,3.5773
CC1=C(N)C(=O)N=CN1,7.1098
CC1=C(N)C(=O)N=CO1,4.9839
CC1=C(N)NC=CC1=O,6.7339
CC1=C(N)NC=NC1=O,8.0594
CC1=C(N)OC=CC1=O,5.0966
CC1=C(N)OC=NC1=N,4.6689
CC1=C(N)OC=NC1=O,6.5127
CC1=C([O-])C(=[NH2+])C=CO1,4.3751
CC1=C(O)C(=N)N=CN1,4.9812
CC1=C(O)C(=O)C=CN1,5.8766
CC1=C(O)C(=O)C=CO1,3.3332
CC1=C(O)C(=O)N=CN1,6.5853
CC1=C(O)NC=CC1=O,5.401
CC1=C(O)NC=NC1=N,6.1135
CC1=C(O)NC=NC1=O,7.6504
CC1=C(O)OC=CC1=N,4.1289
CC1=C(O)OC=CC1=O,4.919
CC1=C(O)OC=NC1=N,4.3899
CC1=C(O)OC=NC1=O,5.7339
NC1=C(N)C(=N)N=CO1,3.6187
NC1=C(N)C(=O)C=CN1,6.0894
NC1=C(N)C(=O)C=CO1,4.1952
NC1=C(N)C(=O)N=CN1,7.2542
NC1=C(N)C(=O)N=CO1,5.5127
NC1=C(O)C(=N)C=CN1,4.4022
NC1=C(O)C(=N)C=CO1,2.9831
NC1=C(O)C(=N)N=CN1,4.9478
NC1=C(O)C(=N)N=CO1,3.3386
NC1=C(O)C(=O)C=CN1,5.7398
NC1=C(O)C(=O)C=CO1,4.1564
NC1=C(O)C(=O)N=CN1,6.801
NC1=C(O)C(=O)N=CO1,5.266
NC1=C(O)NC=CC1=O,4.2721
NC1=C(O)NC=NC1=N,3.9143
NC1=C(O)NC=NC1=O,5.38
NC1=C(O)OC=CC1=N,3.7019
NC1=C(O)OC=CC1=O,4.6165
NC1=C(O)OC=NC1=N,4.0095
NC1=C(O)OC=NC1=O,5.5125
OC1=C(O)C(=N)C=CN1,3.8069
OC1=C(O)C(=O)C=CN1,4.8433
OC1=C(O)C(=O)C=CO1,6.1419
CC1=C(C)C(=N)OC=C1,3.1221
CC1=C(C)C(=N)OC=N1,1.2482
CC1=C(C)C(=O)NC=C1,3.8103
CC1=C(C)C(=O)NC=N1,1.9622
CC1=C(C)C(=O)OC=C1,4.5898
CC1=C(C)C(=O)OC=N1,2.83
CC1=C(N)C(=N)OC=C1,2.4752
CC1=C(N)C(=N)OC=N1,1.1056
CC1=C(N)C(=O)NC=C1,3.0288
CC1=C(N)C(=O)NC=N1,1.3439
CC1=C(N)C(=O)OC=C1,4.1758
CC1=C(N)C(=O)OC=N1,2.8314
CC1=C(N)C=CNC1=O,4.7604
CC1=C(N)C=COC1=N,4.4294
CC1=C(N)C=COC1=O,6.0093
CC1=C(N)N=CNC1=O,3.0883
CC1=C(N)N=COC1=N,2.8206
CC1=C(N)N=COC1=O,4.5953
CC1=C(O)C(=N)NC=N1,3.5204
CC1=C(O)C(=N)OC=C1,2.4322
CC1=C(O)C(=N)OC=N1,1.301
CC1=C(O)C(=O)OC=C1,3.5509
CC1=C(O)C(=O)OC=N1,1.6601
CC1=C([O-])C=CNC1=[NH2+],6.7339
CC1=C(O)C=CNC1=O,5.1848
CC1=C(O)C=COC1=N,4.5318
CC1=C(O)N=CNC1=N,3.9227
CC1=C(O)N=CNC1=O,3.5065
CC1=C(O)N=COC1=N,2.7283
CC1=C(O)N=COC1=O,3.5126
NC1=C(N)C(=N)OC=C1,3.3647
NC1=C(N)C(=N)OC=N1,1.698
NC1=C(N)C(=O)NC=C1,3.8793
NC1=C(N)C(=O)NC=N1,2.1748
NC1=C(N)C(=O)OC=C1,4.9799
NC1=C(N)C(=O)OC=N1,3.5387
NC1=C(O)C(=N)NC=N1,3.0334
NC1=C(O)C(=N)OC=C1,3.2815
NC1=C(O)C(=N)OC=N1,1.8163
NC1=C(O)C(=O)OC=C1,4.8227
NC1=C(O)C(=O)OC=N1,3.3296
NC1=C([O-])C=CNC1=[NH2+],6.0894
NC1=C(O)C=CNC1=O,4.4725
NC1=C(O)C=COC1=N,3.8018
NC1=C(O)C=COC1=O,5.1213
NC1=C(O)N=CNC1=O,2.8113
NC1=C(O)N=COC1=N,2.0591
NC1=C(O)N=COC1=O,3.2555
OC1=C(O)C(=N)OC=C1,4.1381
OC1=C(O)C(=N)OC=N1,2.9327
OC1=C(O)C(=O)OC=N1,2.9557
CC1=C(C)C(=CN1)C#C,2.8164
CC1=C(C)C(=CN1)C#N,6.4589
CC1=C(C)C(=CO1)C#C,1.0018
CC1=C(C)C(=CO1)C#N,4.4549
CC1=C(N)C(=CN1)C#C,2.4259
CC1=C(N)C(=CN1)C#N,5.965
CC1=C(N)C(=CO1)C#C,1.4924
CC1=C(N)C(=CO1)C#N,4.1997
CC1=C(N)NC=C1C#C,2.2071
CC1=C(N)NC=C1C#N,5.9079
CC1=C(N)OC=C1C#C,1.1924
CC1=C(N)OC=C1C#N,5.2297
CC1=C(O)C(=CN1)C#C,2.1213
CC1=C(O)C(=CN1)C#N,5.4555
CC1=C(O)NC=C1C#C,1.9186
CC1=C(O)NC=C1C#N,5.5947
NC1=C(N)C(=CO1)C#C,1.3949
NC1=C(N)C(=CO1)C#N,4.8811
NC1=C(O)C(=CN1)C#C,1.0607
NC1=C(O)C(=CN1)C#N,4.6822
NC1=C(O)NC=C1C#C,0.6995
NC1=C(O)NC=C1C#N,4.4047
NC1=C(O)OC=C1C#C,0.7536
OC1=C(O)C(=CN1)C#C,0.8793
OC1=C(O)C(=CN1)C#N,4.4361
CC1=C(C)C(C)=C(C)N1,1.6277
CC1=C(C)C(C)=C(C)O1,0.5657
CC1=C(C)C(C)=C(N)N1,0.8051
CC1=C(C)C(C)=C(N)O1,0.6734
CC1=C(C)C(C)=C(O)N1,0.5492
CC1=C(C)C(N)=C(C)N1,1.3796
CC1=C(C)C(N)=C(C)O1,1.3625
CC1=C(C)C(N)=C(N)O1,0.9564
CC1=C(C)C(N)=C(O)N1,0.7278
CC1=C(C)C(N)=C(O)O1,0.3918
CC1=C(C)C(O)=C(C)N1,1.721
CC1=C(C)C(O)=C(C)O1,1.8767
CC1=C(C)C(O)=C(N)N1,0.8951
CC1=C(C)C(O)=C(N)O1,0.671
CC1=C(C)C(O)=C(O)N1,1.2126
CC1=C(N)C(C)=C(N)N1,1.4591
CC1=C(N)C(C)=C(N)O1,0.6854
CC1=C(N)C(C)=C(O)N1,1.123
CC1=C(N)C(N)=C(C)N1,2.0239
CC1=C(N)C(N)=C(C)O1,0.9462
CC1=C(N)C(N)=C(N)O1,0.3812
CC1=C(N)C(N)=C(O)N1,1.5951
CC1=C(N)C(N)=C(O)O1,0.9074
CC1=C(N)C(O)=C(C)N1,3.0502
CC1=C(N)C(O)=C(N)N1,2.1454
CC1=C(N)C(O)=C(N)O1,1.3123
CC1=C(N)C(O)=C(O)N1,2.1752
CC1=C(N)NC(O)=C1C,0.5708
CC1=C(N)NC(O)=C1N,1.7631
CC1=C(N)NC(O)=C1O,1.5284
CC1=C(N)OC(N)=C1C,1.5154
CC1=C(N)OC(N)=C1N,2.0558
CC1=C(N)OC(N)=C1O,0.3562
CC1=C(N)OC(O)=C1C,1.6774
CC1=C(N)OC(O)=C1N,0.7649
CC1=C(N)OC(O)=C1O,2.2593
CC1=C(O)C(C)=C(N)N1,1.8169
CC1=C(O)C(C)=C(N)O1,0.9966
CC1=C(O)C(C)=C(O)N1,1.7874
CC1=C(O)C(N)=C(O)N1,2.924
CC1=C(O)C(O)=C(C)N1,2.3607
CC1=C(O)C(O)=C(N)N1,1.6941
CC1=C(O)C(O)=C(N)O1,1.9525
CC1=C(O)C(O)=C(O)N1,1.4942
CC1=C(O)NC(N)=C1O,1.7464
CC1=C(O)NC(O)=C1C,1.2116
CC1=C(O)NC(O)=C1N,0.3979
CC1=C(O)NC(O)=C1O,1.6502
CC1=C(O)OC(N)=C1N,1.6922
CC1=C(O)OC(N)=C1O,1.4191
CC1=C(O)OC(O)=C1C,0.8968
CC1=C(O)OC(O)=C1N,0.7302
NC1=C(N)C(N)=C(N)O1,1.1152
NC1=C(N)C(N)=C(O)O1,1.4861
NC1=C(N)C(O)=C(N)O1,0.9803
NC1=C(O)C(N)=C(O)N1,2.4263
NC1=C(O)C(O)=C(N)N1,1.09
NC1=C(O)C(O)=C(N)O1,1.5237
NC1=C(O)C(O)=C(O)N1,1.4237
NC1=C(O)NC(O)=C1N,2.2671
NC1=C(O)NC(O)=C1O,1.0856
NC1=C(O)OC(O)=C1N,0.1922
OC1=C(O)C(O)=C(O)N1,0.9365
CC1=C(C)C(C=O)=CN1,4.9764
CC1=C(C)C(C=O)=CO1,3.7161
CC1=C(N)C(C=O)=CN1,4.9362
CC1=C(N)C(C=O)=CO1,4.2129
CC1=C(N)NC=C1C=O,4.8004
CC1=C(N)OC=C1C=O,3.6522
CC1=C(O)C(C=O)=CN1,6.1972
CC1=C(O)NC=C1C=O,4.5249
NC1=C(N)C(C=O)=CO1,4.1092
NC1=C(O)C(C=O)=CN1,3.4833
NC1=C(O)C(C=O)=CO1,4.8209
NC1=C(O)NC=C1C=O,4.6117
NC1=C(O)OC=C1C=O,3.5705
OC1=C(O)C(C=O)=CN1,5.8409
CC1=C(C)N(C=O)C=C1,3.0127
CC1=C(C)N(C=O)C=N1,3.4551
CC1=C(N)C=CN1C=O,3.7846
CC1=C(N)N(C=O)C=C1,3.9771
CC1=C(N)N(C=O)C=N1,4.1175
CC1=C(N)N=CN1C=O,3.5996
CC1=C(O)C=CN1C=O,2.706
CC1=C(O)N(C=O)C=C1,4.0088
CC1=C(O)N(C=O)C=N1,3.868
CC1=C(O)N=CN1C=O,2.0107
NC1=C(N)N(C=O)C=C1,4.781
NC1=C(N)N(C=O)C=N1,4.5196
NC1=C(O)C=CN1C=O,3.7975
NC1=C(O)N(C=O)C=C1,3.4877
NC1=C(O)N(C=O)C=N1,3.0944
NC1=C(O)N=CN1C=O,2.8314
OC1=C(O)N(C=O)C=C1,3.7005
OC1=C(O)N(C=O)C=N1,2.6416
CC1=C(C)N2CCC2=C1,1.8157
CC1=C(C)N2CCC2=N1,3.4972
CC1=C(N)C=C2CCN12,1.1927
CC1=C(N)N2CCC2=C1,1.0256
CC1=C(O)C=C2CCN12,1.8013
CC1=C(O)N2CCC2=C1,0.6647
CC1=C(O)N2CCC2=N1,2.3079
CC1=C(O)N=C2CCN12,2.9083
NC1=C(O)C=C2CCN12,0.969
NC1=C(O)N2CCC2=C1,1.4672
NC1=C(O)N2CCC2=N1,1.4627
NC1=C(O)N=C2CCN12,1.9492
OC1=C(O)N2CCC2=C1,3.2363
OC1=C(O)N2CCC2=N1,1.5659
CC1=C(C)C=C(N1)C#C,1.8856
CC1=C(C)C=C(N1)C#N,5.1305
CC1=C(C)C=C(O1)C#C,1.4635
CC1=C(C)C=C(O1)C#N,5.4748
CC1=C(C)N=C(N1)C#C,3.6099
CC1=C(C)N=C(N1)C#N,6.0417
CC1=C(C)N=C(O1)C#C,1.9654
CC1=C(C)N=C(O1)C#N,5.645
CC1=C(N)C=C(N1)C#C,1.6895
CC1=C(N)C=C(N1)C#N,5.1962
CC1=C(N)C=C(O1)C#C,2.2158
CC1=C(N)C=C(O1)C#N,6.0381
CC1=C(N)N=C(N1)C#C,3.1888
CC1=C(N)N=C(N1)C#N,5.9612
CC1=C(N)N=C(O1)C#C,2.0392
CC1=C(N)N=C(O1)C#N,5.8936
CC1=C(N)NC(=C1)C#C,2.4101
CC1=C(N)NC(=C1)C#N,6.0579
CC1=C(N)NC(=N1)C#C,3.6911
CC1=C(N)NC(=N1)C#N,6.7886
CC1=C(N)OC(=C1)C#C,2.3738
CC1=C(N)OC(=C1)C#N,6.3835
CC1=C(N)OC(=N1)C#C,3.1251
CC1=C(N)OC(=N1)C#N,6.7833
CC1=C(O)C=C(N1)C#C,0.6338
CC1=C(O)C=C(N1)C#N,4.0051
CC1=C(O)C=C(O1)C#C,1.5448
CC1=C(O)N=C(N1)C#C,2.6553
CC1=C(O)N=C(N1)C#N,4.712
CC1=C(O)N=C(O1)C#C,0.5289
CC1=C(O)N=C(O1)C#N,4.3495
CC1=C(O)NC(=C1)C#C,1.913
CC1=C(O)NC(=C1)C#N,5.7947
CC1=C(O)NC(=N1)C#C,2.967
CC1=C(O)NC(=N1)C#N,6.2183
NC1=C(N)C=C(N1)C#N,5.2977
NC1=C(N)C=C(O1)C#C,1.4558
NC1=C(N)C=C(O1)C#N,6.0747
NC1=C(N)N=C(N1)C#C,2.843
NC1=C(N)N=C(N1)C#N,5.8311
NC1=C(N)N=C(O1)C#C,2.0388
NC1=C(N)N=C(O1)C#N,5.992
NC1=C(O)C=C(N1)C#C,0.9275
NC1=C(O)C=C(N1)C#N,4.9125
NC1=C(O)C=C(O1)C#C,1.6474
NC1=C(O)N=C(N1)C#C,1.8782
NC1=C(O)N=C(N1)C#N,5.1936
NC1=C(O)N=C(O1)C#C,1.7174
NC1=C(O)N=C(O1)C#N,5.6276
NC1=C(O)NC(=C1)C#C,1.3215
NC1=C(O)NC(=C1)C#N,5.1943
NC1=C(O)NC(=N1)C#C,1.7198
NC1=C(O)NC(=N1)C#N,5.1929
NC1=C(O)OC(=C1)C#C,1.4049
OC1=C(O)C=C(N1)C#C,1.4785
OC1=C(O)C=C(N1)C#N,5.0543
OC1=C(O)N=C(N1)C#C,1.7521
OC1=C(O)N=C(N1)C#N,5.035
CC1=C(C)C=C(N1)C=O,3.4453
CC1=C(C)C=C(O1)C=O,4.6198
CC1=C(C)N=C(N1)C=O,6.2382
CC1=C(C)N=C(O1)C=O,4.0724
CC1=C(N)C=C(N1)C=O,4.9254
CC1=C(N)C=C(O1)C=O,5.2673
CC1=C(N)N=C(N1)C=O,6.1231
CC1=C(N)N=C(O1)C=O,5.2346
CC1=C(N)NC(C=O)=C1,4.6277
CC1=C(N)NC(C=O)=N1,7.0205
CC1=C(N)OC(C=O)=C1,5.5872
CC1=C(N)OC(C=O)=N1,5.3732
CC1=C(O)C=C(N1)C=O,3.6867
CC1=C(O)N=C(N1)C=O,5.0836
CC1=C(O)N=C(O1)C=O,3.7622
CC1=C(O)NC(C=O)=C1,4.6618
CC1=C(O)NC(C=O)=N1,6.0695
NC1=C(N)C=C(N1)C=O,4.2063
NC1=C(N)C=C(O1)C=O,5.515
NC1=C(N)N=C(N1)C=O,6.1896
NC1=C(N)N=C(O1)C=O,4.8327
NC1=C(O)C=C(N1)C=O,4.5901
NC1=C(O)C=C(O1)C=O,5.0246
NC1=C(O)N=C(N1)C=O,5.4993
NC1=C(O)N=C(O1)C=O,5.4022
NC1=C(O)NC(C=O)=C1,4.6182
NC1=C(O)NC(C=O)=N1,4.8618
OC1=C(O)C=C(N1)C=O,4.3161
OC1=C(O)N=C(N1)C=O,4.9599
CC1=C(C)C=CC(=N)O1,3.8274
CC1=C(C)C=CC(=O)N1,4.7518
CC1=C(C)C=CC(=O)O1,4.8749
CC1=C(C)C=NC(=N)O1,4.8934
CC1=C(C)C=NC(=O)N1,6.7688
CC1=C(C)C=NC(=O)O1,6.3635
CC1=C(C)N=CC(=N)O1,2.3152
CC1=C(C)N=CC(=O)N1,4.6736
CC1=C(C)N=CC(=O)O1,3.8543
CC1=C(N)C=CC(=N)O1,4.4331
CC1=C(N)C=CC(=O)N1,4.9679
CC1=C(N)C=CC(=O)O1,5.515
CC1=C(N)C=NC(=N)O1,5.4643
CC1=C(N)C=NC(=O)N1,6.4609
CC1=C(N)C=NC(=O)O1,6.9716
CC1=C(N)N=CC(=N)O1,2.9677
CC1=C(N)N=CC(=O)N1,4.685
CC1=C(N)N=CC(=O)O1,4.3135
CC1=C(N)NC(=O)C=C1,5.6009
CC1=C(N)NC(=O)C=N1,5.7943
CC1=C(N)NC(=O)N=C1,7.8177
CC1=C(N)OC(=N)C=C1,4.7742
CC1=C(N)OC(=N)C=N1,4.7954
CC1=C(N)OC(=N)N=C1,5.7536
CC1=C(N)OC(=O)C=C1,5.49
CC1=C(N)OC(=O)C=N1,5.1589
CC1=C(N)OC(=O)N=C1,7.4673
CC1=C(O)C=CC(=N)O1,3.3914
CC1=C(O)C=CC(=O)N1,4.1741
CC1=C(O)C=CC(=O)O1,4.9022
CC1=C(O)C=NC(=O)N1,5.7279
CC1=C(O)N=CC(=N)N1,1.7571
CC1=C(O)N=CC(=N)O1,2.3195
CC1=C(O)N=CC(=O)N1,3.4457
CC1=C(O)N=CC(=O)O1,3.1961
CC1=C(O)NC(=N)C=N1,2.5774
CC1=C(O)NC(=O)C=C1,3.8335
CC1=C(O)OC(=N)C=C1,2.6486
CC1=C(O)OC(=N)C=N1,3.1022
CC1=C(O)OC(=N)N=C1,3.4897
CC1=C(O)OC(=O)C=C1,3.441
CC1=C(O)OC(=O)C=N1,2.8725
CC1=C(O)OC(=O)N=C1,5.0528
NC1=C(N)C=CC(=N)O1,4.4205
NC1=C(N)C=CC(=O)N1,5.1764
NC1=C(N)C=CC(=O)O1,5.5015
NC1=C(N)C=NC(=N)O1,5.5772
NC1=C(N)C=NC(=O)N1,7.1939
NC1=C(N)C=NC(=O)O1,5.4853
NC1=C(N)N=CC(=N)O1,3.8719
NC1=C(N)N=CC(=O)N1,4.9298
NC1=C(N)N=CC(=O)O1,4.6734
NC1=C(O)C=CC(=N)O1,4.0676
NC1=C(O)C=CC(=O)N1,4.898
NC1=C(O)C=CC(=O)O1,4.9408
NC1=C(O)C=NC(=N)O1,5.1638
NC1=C(O)C=NC(=O)N1,7.1792
NC1=C(O)C=NC(=O)O1,6.8807
NC1=C(O)N=CC(=N)N1,2.9877
NC1=C(O)N=CC(=N)O1,3.568
NC1=C(O)N=CC(=O)N1,4.7594
NC1=C(O)N=CC(=O)O1,4.5205
NC1=C(O)NC(=O)C=C1,5.4198
NC1=C(O)NC(=O)C=N1,4.2777
NC1=C(O)NC(=O)N=C1,6.5524
NC1=C(O)OC(=N)C=C1,3.2475
NC1=C(O)OC(=N)C=N1,3.316
NC1=C(O)OC(=N)N=C1,3.8643
NC1=C(O)OC(=O)C=C1,3.9008
NC1=C(O)OC(=O)C=N1,3.572
NC1=C(O)OC(=O)N=C1,5.5348
OC1=C(O)C=CC(=N)O1,3.0876
OC1=C(O)C=CC(=O)N1,2.9692
OC1=C(O)C=CC(=O)O1,3.2855
OC1=C(O)C=NC(=N)N1,4.8239
OC1=C(O)N=CC(=N)N1,2.6482
OC1=C(O)N=CC(=N)O1,1.6689
CC1=C(C=O)C(C)=CN1,5.4062
CC1=C(C=O)C(C)=CO1,2.7733
CC1=C(C=O)C(N)=CN1,4.9519
CC1=C(C=O)C(N)=CO1,2.3777
CC1=C(C=O)C(O)=CN1,5.5174
CC1=CNC(N)=C1C=O,4.3772
CC1=CNC(O)=C1C=O,3.6341
CC1=COC(N)=C1C=O,2.4952
NC1=C(C=O)C(N)=CN1,5.0409
NC1=C(C=O)C(N)=CO1,2.6464
NC1=C(C=O)C(O)=CN1,6.1391
NC1=CNC(O)=C1C=O,4.1321
OC1=C(C=O)C(O)=CN1,4.6541
CC1=C(C=CN1)C1CC1,1.888
CC1=C(C=CN1)C1CN1,3.6895
CC1=C(C=CN1)C1CO1,3.4748
CC1=C(C=CN1)N1CC1,1.5508
CC1=C(C=CO1)C1CC1,0.7444
CC1=C(C=CO1)C1CN1,1.3645
CC1=C(C=CO1)C1CO1,1.7068
CC1=C(C=CO1)N1CC1,1.2802
CC1=C(N=CN1)C1CC1,3.4927
CC1=C(N=CN1)C1CN1,4.7829
CC1=C(N=CN1)C1CO1,3.4392
CC1=C(N=CN1)N1CC1,2.8573
CC1=C(N=CO1)C1CC1,1.6369
CC1=C(N=CO1)C1CN1,2.4136
CC1=C(N=CO1)C1CO1,1.2846
CC1=C(N=CO1)N1CC1,0.4488
NC1=C(C=CN1)C1CC1,1.136
NC1=C(C=CN1)C1CN1,3.3182
NC1=C(C=CN1)C1CO1,2.6243
NC1=C(C=CO1)C1CC1,1.5173
NC1=C(C=CO1)C1CN1,2.1093
NC1=C(C=CO1)C1CO1,2.6014
NC1=C(C=CO1)N1CC1,1.4311
NC1=C(N=CN1)C1CO1,3.3204
NC1=C(N=CN1)N1CC1,2.5135
NC1=C(N=CO1)C1CC1,2.4698
NC1=C(N=CO1)C1CN1,3.2595
NC1=C(N=CO1)C1CO1,1.3107
NC1=C(N=CO1)N1CC1,1.4016
OC1=C(C=CN1)C1CC1,0.9321
OC1=C(C=CN1)C1CN1,2.3802
OC1=C(C=CN1)C1CO1,2.257
OC1=C(C=CN1)N1CC1,0.57
OC1=C(C=CO1)N1CC1,1.4676
OC1=C(N=CN1)C1CC1,2.4542
OC1=C(N=CN1)N1CC1,1.5586
CC1=C(CC#C)C=CN1,2.1178
CC1=C(CC#C)C=CO1,0.5193
CC1=C(CC#C)N=CN1,3.5725
CC1=C(CC#C)N=CO1,1.475
CC1=C(CC#N)C=CN1,4.5874
CC1=C(CC#N)C=CO1,3.5513
CC1=C(CC#N)N=CN1,4.9912
CC1=C(CC#N)N=CO1,2.7737
NC1=C(CC#C)C=CN1,1.319
NC1=C(CC#C)C=CO1,0.9955
NC1=C(CC#C)N=CO1,2.2167
NC1=C(CC#N)C=CN1,3.202
NC1=C(CC#N)C=CO1,2.4438
NC1=C(CC#N)N=CN1,3.5754
NC1=C(CC#N)N=CO1,1.8953
OC1=C(CC#C)C=CN1,0.3447
OC1=C(CC#N)C=CN1,3.0623
CC1=C(CC#C)NC=C1,1.1785
CC1=C(CC#C)NC=N1,2.978
CC1=C(CC#C)OC=C1,0.6625
CC1=C(CC#C)OC=N1,1.318
CC1=C(CC#N)NC=C1,2.536
CC1=C(CC#N)NC=N1,1.918
CC1=C(CC#N)OC=C1,4.3456
CC1=C(CC#N)OC=N1,3.3615
NC1=C(CC#C)NC=C1,1.1255
NC1=C(CC#C)NC=N1,2.4898
NC1=C(CC#C)OC=C1,1.1932
NC1=C(CC#C)OC=N1,1.623
NC1=C(CC#N)NC=C1,3.8557
NC1=C(CC#N)NC=N1,2.2064
NC1=C(CC#N)OC=C1,2.6166
NC1=C(CC#N)OC=N1,2.4284
OC1=C(CC#C)NC=C1,3.1
OC1=C(CC#C)NC=N1,2.258
OC1=C(CC#C)OC=N1,0.4993
OC1=C(CC#N)NC=C1,3.5067
OC1=C(CC#N)NC=N1,2.2004
OC1=C(CC#N)OC=N1,3.8321
CC1=C(NC(=N)O1)C#C,3.1188
CC1=C(NC(=O)N1)C#C,3.5459
CC1=C(NC(=O)O1)C#C,4.3154
CC1=C(OC(=N)N1)C#C,3.4957
CC1=C(OC(=N)N1)C#N,4.5458
CC1=C(OC(=N)O1)C#C,3.6741
CC1=C(OC(=N)O1)C#N,2.2705
CC1=C(OC(=O)N1)C#C,5.1116
CC1=C(OC(=O)O1)C#C,4.8744
CC1=C(OC(=O)O1)C#N,3.9431
NC1=C(NC(=N)O1)C#C,3.7392
NC1=C(NC(=O)N1)C#C,4.0871
NC1=C(NC(=O)O1)C#C,4.3961
NC1=C(OC(=N)N1)C#C,4.0641
NC1=C(OC(=N)N1)C#N,5.1342
NC1=C(OC(=N)O1)C#C,3.992
NC1=C(OC(=N)O1)C#N,3.5464
NC1=C(OC(=O)N1)C#C,5.7239
NC1=C(OC(=O)O1)C#C,5.4257
NC1=C(OC(=O)O1)C#N,5.1518
OC1=C(NC(=O)N1)C#C,3.7265
OC1=C(NC(=O)O1)C#C,2.5331
OC1=C(OC(=O)O1)C#C,3.6991
OC1=C(OC(=O)O1)C#N,4.5284
CC1=C(NC(=O)N1)C=O,5.0695
CC1=C(NC(=O)O1)C=O,3.8652
CC1=C(OC(=N)N1)C=O,5.5378
CC1=C(OC(=N)O1)C=O,3.8295
CC1=C(OC(=O)N1)C=O,7.1364
CC1=C(OC(=O)O1)C=O,5.5821
NC1=C(NC(=O)N1)C=O,6.015
NC1=C(NC(=O)O1)C=O,4.9347
NC1=C(OC(=N)N1)C=O,6.4498
NC1=C(OC(=N)O1)C=O,7.3669
NC1=C(OC(=O)N1)C=O,8.0661
NC1=C(OC(=O)O1)C=O,6.8221
OC1=C(NC(=O)O1)C=O,3.4451
OC1=C(OC(=O)O1)C=O,5.5587
CC1=C(CC=O)C=CN1,3.2375
CC1=C(CC=O)C=CO1,2.2517
CC1=C(CC=O)N=CN1,3.9497
CC1=C(CC=O)N=CO1,2.7961
CC1=C(NC=N)N=CN1,1.3115
CC1=C(NC=N)N=CO1,1.4173
CC1=C(NC=O)C=CN1,5.1314
CC1=C(NC=O)C=CO1,3.4801
CC1=C(NC=O)N=CN1,3.0586
CC1=C(NC=O)N=CO1,1.844
CC1=C(OC=N)C=CN1,4.4593
CC1=C(OC=N)C=CO1,2.7565
CC1=C(OC=N)N=CN1,4.8743
CC1=C(OC=N)N=CO1,2.5386
CC1=C(OC=O)C=CN1,5.4712
CC1=C(OC=O)C=CO1,3.2233
CC1=C(OC=O)N=CN1,6.5287
CC1=C(OC=O)N=CO1,3.9955
NC1=C(CC=O)C=CN1,2.3929
NC1=C(CC=O)C=CO1,1.9602
NC1=C(CC=O)N=CO1,1.3636
NC1=C(NC=N)N=CN1,1.145
NC1=C(NC=N)N=CO1,1.5042
