smiles,gap
O=C1ON=NC=C1,0.1692
O=C1ON=NC=N1,0.1543
O=CC1=CC=NN1,0.2003
O=CC1=CC=NO1,0.19
O=CC1=CN=NO1,0.1867
O=CC1=CNN=C1,0.2081
O=CC1=CNN=N1,0.2037
O=CC1=CON=C1,0.2013
O=CC1=CON=N1,0.2017
O=CC1=NC=NO1,0.1889
O=CC1=NNC=C1,0.2005
O=CC1=NNN=C1,0.198
O=CC1=NOC=C1,0.194
O=CC1=NOC=N1,0.1913
O=CC1=NON=C1,0.1881
O=CC1=NON=N1,0.1836
O=CN1C=CC=N1,0.2191
O=CN1C=CN=N1,0.2063
O=CN1C=NC=N1,0.223
O=CN1C=NN=C1,0.2081
O=CN1C=NN=N1,0.2166
O=CN1N=CC=N1,0.225
O=CN1N=CN=N1,0.2093
O=CN1N=NN=N1,0.2099
OC1=C(O)C=NN1,0.2418
OC1=CN=CN=N1,0.1709
OC1=CN=NC=N1,0.1798
OC1=CN=NN=N1,0.1749
OC1=NC(O)=NN1,0.2615
OC1=NC=CN=N1,0.1654
OC1=NC=NN=N1,0.1675
OC1=NN=C(O)N1,0.2753
OC1=NNC(=N)N1,0.2431
OC1=NNC(=O)N1,0.2616
OC1=NNC(=O)O1,0.2664
OC1=NNN=C1O,0.2219
OC1=NOC(=N)O1,0.2668
OC1=NOC(=O)O1,0.2842
OCC1=CC=NN1,0.2561
OCC1=CC=NO1,0.2435
OCC1=CN=NN1,0.2505
OCC1=CN=NO1,0.2331
OCC1=CNN=C1,0.2558
OCC1=CNN=N1,0.2514
OCC1=CON=C1,0.2442
OCC1=CON=N1,0.2306
OCC1=NC=NN1,0.2715
OCC1=NC=NO1,0.2519
OCC1=NNC=C1,0.2649
OCC1=NNC=N1,0.2597
OCC1=NNN=C1,0.2546
OCC1=NOC=C1,0.2526
OCC1=NOC=N1,0.2503
OCC1=NON=C1,0.2448
OCC1=NON=N1,0.2257
ON=C1C=CNC=C1,0.1711
ON=C1C=COC=C1,0.1797
ON=C1C=CNN=C1,0.1575
ON=C1C=CON=C1,0.1638
ON=C1C=NON=C1,0.1697
CC(=NO)C(C)(C)C,0.2586
CC(=NO)C(C)(C)O,0.2558
CC(=O)CC(C)=NO,0.2096
CC(CC(C)=NO)=NO,0.2373
CC(CC(N)=O)=NO,0.233
CC(C)CC(C)=NO,0.255
CC(O)CC(C)=NO,0.2518
CC1(C)CC(C1)=NO,0.2484
CC1(O)CC(C1)=NO,0.2494
CC#CCC(C)=NO,0.255
CC(=NO)C#CC#C,0.1754
CC(=NO)C#CC#N,0.181
CC(=NO)C#CC=O,0.1711
CC(CCC#C)=NO,0.2525
CC(CCC#N)=NO,0.2526
CC(CCC=O)=NO,0.2205
CC(CNC=O)=NO,0.2469
CC(COC=N)=NO,0.2519
CC(COC=O)=NO,0.252
CC(=NO)C#CCO,0.2028
CCC#CC(C)=NO,0.2031
CC(CCCO)=NO,0.2565
CCCCC(C)=NO,0.256
CCOCC(C)=NO,0.2554
COCCC(C)=NO,0.255
CC1(C)CCC1=NO,0.2503
CC1(C)NCC1=NO,0.2344
CC1(C)OCC1=NO,0.2469
CC1(O)CCC1=NO,0.249
ON=C(CC#C)C#C,0.2084
ON=C(CC#N)C#C,0.2074
ON=C(CC=O)C#C,0.1935
CC#CC(=NO)C#C,0.1787
CC#CC(CO)=NO,0.202
CCC(=NO)C#CC,0.2039
CCC(CC#C)=NO,0.2541
CCC(CC#N)=NO,0.2551
CCC(CC=O)=NO,0.2078
CCCC(=NO)C#C,0.2097
COCC(=NO)C#C,0.209
OCCC(=NO)C#C,0.2088
C[NH2+]CC(C=O)=N[O-],0.1583
CCC(CCO)=NO,0.2504
CCC(COC)=NO,0.2528
CCCC(CC)=NO,0.2541
CCCC(CO)=NO,0.253
C[NH2+]CC(CO)=N[O-],0.1562
OCCC(CO)=NO,0.248
CC(=NO)C(=NO)C#C,0.1792
NC(=[NH2+])C(=N[O-])C#N,0.1405
NC(=[NH2+])C(C=O)=N[O-],0.1272
CC(C#C)C(C)=NO,0.2557
CC(C#N)C(C)=NO,0.2542
CC(C)C(=NO)C#C,0.2092
CC(O)C(=NO)C#C,0.2054
CC(C=O)C(C)=NO,0.2064
CCC(=NO)C(C)=NO,0.1955
CCC(=NO)C(N)=O,0.2139
CNC(=O)C(C)=NO,0.2105
NC(=[NH2+])C(CO)=N[O-],0.1374
CC(C)C(CO)=NO,0.2556
CCC(=NO)C(C)C,0.256
CCC(=NO)C(C)O,0.2521
CC(=NO)C(O)CO,0.249
CC(CO)C(C)=NO,0.2567
CCC(C)C(C)=NO,0.2579
CCC(O)C(C)=NO,0.2547
COC(C)C(C)=NO,0.2567
CC(=NO)C1(C)CC1,0.2508
CC(=NO)C1(C)CN1,0.2392
CC(=NO)C1(C)CO1,0.2545
CC(=NO)C1(O)CC1,0.2432
ON=C1CC(=O)C=C1,0.1711
ON=C1CC(C=C1)=NO,0.1575
ON=C1COC(=N)C1,0.2456
ON=C1CCC(=O)C1,0.2177
ON=C1CCC(C1)=NO,0.2401
ON=C1CNC(=O)C1,0.2392
ON=C1COC(=O)C1,0.2441
CC1=CC(CC1)=NO,0.1916
CC1=CC(CN1)=NO,0.1752
NC1=CC(CC1)=NO,0.1898
CC1=CCC(C1)=NO,0.2428
CC1CC(C=C1)=NO,0.1926
CN1CC(C=C1)=NO,0.1695
ON=C1CC(O)C=C1,0.1919
CC1CC(CO1)=NO,0.2501
CC1CCC(C1)=NO,0.2513
ON=C1CCC(O)C1,0.2498
CC12CC(=NO)C1N2,0.2423
CC12CC(=NO)C1O2,0.2469
CC12CC1C(C2)=NO,0.2451
ON=C1CC2(O)CC12,0.2451
ON=C1CC(C1)C#C,0.2491
ON=C1CC(C1)C#N,0.2473
ON=C1CC(C1)C=O,0.2228
ON=C1CN(C1)C=O,0.2317
CCC1CC(C1)=NO,0.2496
CCN1CC(C1)=NO,0.2255
COC1CC(C1)=NO,0.2485
OCC1CC(C1)=NO,0.2487
CC(CC1CC1)=NO,0.2553
CC(CC1CO1)=NO,0.255
CC(CN1CC1)=NO,0.2503
ON=C1CC2(CC2)C1,0.2467
ON=C1CC2(CN2)C1,0.2446
ON=C1CC2(CO2)C1,0.2455
ON=C1CCC=CC1,0.2531
ON=C1COC=NC1,0.2408
ON=C1CCCC=C1,0.1946
ON=C1CCNC=C1,0.1798
ON=C1COCC=C1,0.1955
ON=C1CCCCC1,0.2526
ON=C1CCCOC1,0.2509
ON=C1CCOCC1,0.2457
ON=C1COCOC1,0.2507
ON=C1C=CNC1=N,0.1453
ON=C1C=CCC1=O,0.1725
ON=C1CC=CC1=O,0.1613
ON=C1CC=CC1=NO,0.17
ON=C1C=CNC1=O,0.149
ON=C1CCOC1=N,0.2079
ON=C1CCCC1=O,0.1655
ON=C1CCCC1=NO,0.1862
ON=C1CCNC1=O,0.1957
ON=C1CCOC1=O,0.1984
ON=C1CNCC1=O,0.1495
ON=C1CNCC1=NO,0.1839
ON=C1COCC1=O,0.1603
ON=C1COCC1=NO,0.1854
CC1=CCCC1=NO,0.1943
CC1=CNCC1=NO,0.178
NC1=NCCC1=NO,0.188
CC1C=CCC1=NO,0.2461
ON=C1CC=CC1O,0.2406
CC1CC=CC1=NO,0.1933
CC1NC=CC1=NO,0.1754
ON=C1C=CCC1O,0.194
CC1CCCC1=NO,0.2515
CC1COCC1=NO,0.2518
CC1OCCC1=NO,0.2487
ON=C1CCCC1O,0.25
ON=C1COCC1O,0.2505
CC1C(O)CC1=NO,0.2475
CC1CC(=NO)C1C,0.2495
CC1CC(=NO)C1O,0.2454
CC1N(C)CC1=NO,0.2263
ON=C1CC(O)C1O,0.2418
CC1CC(C)C1=NO,0.2489
CC1CC(O)C1=NO,0.2467
CC1NC(C)C1=NO,0.232
CC1OC(C)C1=NO,0.2438
ON=C1C(O)CC1O,0.2368
CC12CC1CC2=NO,0.2463
CC12CN1CC2=NO,0.2345
CC12NC1CC2=NO,0.2395
CC12OC1CC2=NO,0.2497
ON=C1CC2CC12O,0.2439
CC(=NO)C1CCC1,0.2545
CC(=NO)C1CCO1,0.2549
CC(=NO)C1COC1,0.2507
CC(=NO)C1CC1O,0.2292
CC1CC1C(C)=NO,0.249
CC1NC1C(C)=NO,0.2401
CC1OC1C(C)=NO,0.2383
CN1CC1C(C)=NO,0.2222
CC1C2CC1C2=NO,0.2702
CC1C2NC1C2=NO,0.2533
CC1C2OC1C2=NO,0.2552
CN1C2CC1C2=NO,0.2517
ON=C1C2CC1C2O,0.2688
ON=C1C2NC1C2O,0.257
ON=C1C2OC1C2O,0.2519
ON=C1CC2CC2C1,0.2505
ON=C1CC2NC2C1,0.2494
ON=C1CC2OC2C1,0.2526
ON=C1CC2CC1C2,0.2583
ON=C1CC2CC1O2,0.2555
ON=C1CN2CC1C2,0.245
ON=C1CCC1C#C,0.2482
ON=C1CCC1C#N,0.2472
ON=C1CNC1C#C,0.236
ON=C1CNC1C#N,0.2369
ON=C1COC1C#C,0.2482
ON=C1COC1C#N,0.247
ON=C1CCC1C=O,0.2147
ON=C1CNC1C=O,0.2053
ON=C1COC1C=O,0.2035
CCC1CCC1=NO,0.2493
CCC1NCC1=NO,0.2333
CCC1OCC1=NO,0.245
COC1CCC1=NO,0.2436
OCC1CCC1=NO,0.2451
OCC1NCC1=NO,0.2363
OCC1OCC1=NO,0.2414
ON=C(C#C)C1CC1,0.1996
ON=C(C#C)C1CN1,0.1985
CCC(=NO)C1CC1,0.2482
CCC(=NO)C1CN1,0.2316
CCC(=NO)C1CO1,0.2465
OCC(=NO)C1CC1,0.2421
ON=C1CCC11CC1,0.2353
ON=C1CCC11CN1,0.226
ON=C1CCC11CO1,0.2324
ON=C1CNC11CC1,0.22
ON=C1COC11CC1,0.2261
CC1C2CC2C1=NO,0.2448
CC1C2NC2C1=NO,0.2394
CC1C2OC2C1=NO,0.2478
CC1N2CC2C1=NO,0.2322
ON=C1C2CC2C1O,0.2423
ON=C1C2NC2C1O,0.2345
ON=C1C2OC2C1O,0.2364
ON=C1CC2CCC12,0.2452
ON=C1CC2COC12,0.2369
ON=C1CC2OCC12,0.243
ON=C1CN2CCC12,0.2201
CC1C2CC(=NO)C12,0.2439
CC1C2N1CC2=NO,0.2291
ON=C1CC2C(O)C12,0.2438
ON=C1C=CC2CC12,0.1857
ON=C1C=CC2NC12,0.1882
ON=C1C=CC2OC12,0.188
ON=C1C=CN2CC12,0.1778
ON=C1CCC2CC12,0.2446
ON=C1CCC2NC12,0.2408
ON=C1CCC2OC12,0.244
ON=C1COC2CC12,0.2374
ON=C1C2CC1C=C2,0.2366
ON=C1C2NC1C=C2,0.2179
ON=C1C2OC1C=C2,0.2231
ON=C1C2CC1CC2,0.2623
ON=C1C2CC1OC2,0.2464
ON=C1C2CCC1N2,0.2489
ON=C1C2CCC1O2,0.2586
ON=C1C2C3C1CN23,0.244
ON=C1C2C3CC1C23,0.2535
ON=C1C2C3CC1N23,0.2396
ON=C1C2C3OC1C23,0.2455
FC1=CC=CC=C1,0.2343
FC1=CC=NC=C1,0.2422
FC1=CN=CC=C1,0.2262
FC1=CN=CC=N1,0.2082
FC1=CN=CN=C1,0.2069
FC1=NC=CC=C1,0.2278
FC1=NC=CC=N1,0.2149
FC1=NC=CN=C1,0.2082
FC1=NC=NC=C1,0.2269
FC1=NC=NC=N1,0.2251
FC1=CN=CN=N1,0.168
FC1=CN=NC=N1,0.1775
FC1=CN=NN=N1,0.1721
FC1=NC=CN=N1,0.1673
FC1=NC=NN=N1,0.1672
CC#CC(F)(F)F,0.3068
FC(F)(F)CC#C,0.3148
FC(F)(F)CC#N,0.3547
FC(F)(F)CC=O,0.2297
OCCC(F)(F)F,0.347
CCCC(F)(F)F,0.4306
CNCC(F)(F)F,0.3162
COCC(F)(F)F,0.3493
CC(=O)C(F)(F)F,0.2279
NC(=N)C(F)(F)F,0.2653
CC(C)C(F)(F)F,0.4298
CC(N)C(F)(F)F,0.3237
CC(O)C(F)(F)F,0.3637
FC(F)(F)C1CC1,0.3997
FC(F)(F)C1CN1,0.3538
FC(F)(F)C1CO1,0.3642
N=C1NC(=N)C=CO1,0.2061
N=C1NC(=N)N=CO1,0.2041
N=C1NC(=O)C=CO1,0.2073
N=C1NC(=O)N=CO1,0.215
N=C1NC(=O)NC=C1,0.2022
N=C1NC(=O)NC=N1,0.2077
N=C1NC(=O)OC=C1,0.2163
N=C1NC(=O)OC=N1,0.2173
N=C1NC=CC(=O)N1,0.1974
N=C1NC=CC(=O)O1,0.1913
N=C1NC=NC(=O)N1,0.2123
N=C1NC=NC(=O)O1,0.2115
N=C1OC(=O)NC=C1,0.1997
N=C1OC(=O)NC=N1,0.2134
N=C1OC(=O)OC=C1,0.2155
N=C1OC(=O)OC=N1,0.2281
N=C1OC=CC(=O)O1,0.2086
N=C1OC=NC(=O)O1,0.2232
O=C1NC(=O)C=CO1,0.2251
O=C1NC=CC(=O)N1,0.2103
CC1=CC(=N)N=CN1,0.1923
CC1=CC(=N)N=CO1,0.2065
CC1=CC(=O)C=CN1,0.2022
CC1=CC(=O)C=CO1,0.1988
CC1=CC(=O)N=CN1,0.2067
CC1=CC(=O)N=CO1,0.2071
CC1=NC(=N)C=CO1,0.2095
CC1=NC(=N)N=CN1,0.1968
CC1=NC(=N)N=CO1,0.2176
CC1=NC(=O)C=CN1,0.2059
CC1=NC(=O)C=CO1,0.2061
CC1=NC(=O)N=CO1,0.2127
NC1=CC(=N)N=CO1,0.1903
NC1=CC(=O)C=CN1,0.203
NC1=CC(=O)C=CO1,0.2017
NC1=CC(=O)N=CN1,0.2085
NC1=CC(=O)N=CO1,0.206
NC1=NC(=N)C=CO1,0.2091
NC1=[NH+]C(=N)N=C[N-]1,0.1909
NC1=NC(=N)N=CO1,0.2066
NC1=NC(=O)C=CN1,0.2078
NC1=NC(=O)C=CO1,0.209
NC1=NC(=O)N=CN1,0.2113
NC1=NC(=O)N=CO1,0.2149
OC1=CC(=N)C=CO1,0.1935
OC1=CC(=N)N=CN1,0.1919
OC1=CC(=N)N=CO1,0.1941
OC1=CC(=O)C=CN1,0.2052
OC1=CC(=O)C=CO1,0.2016
OC1=CC(=O)N=CN1,0.2099
OC1=CC(=O)N=CO1,0.2095
OC1=NC(=N)C=CN1,0.1987
OC1=NC(=N)C=CO1,0.2111
OC1=NC(=N)N=CN1,0.2006
OC1=NC(=N)N=CO1,0.2117
OC1=NC(=O)C=CN1,0.2099
OC1=NC(=O)C=CO1,0.2111
OC1=NC(=O)N=CO1,0.2169
CC1=CC(=N)OC=C1,0.1702
CC1=CC(=N)OC=N1,0.1828
CC1=CC(=O)NC=C1,0.1819
CC1=CC(=O)NC=N1,0.1989
CC1=CC(=O)OC=C1,0.1824
CC1=CC(=O)OC=N1,0.1981
CC1=NC(=N)NC=N1,0.1817
CC1=NC(=N)OC=C1,0.1725
CC1=NC(=N)OC=N1,0.1892
CC1=NC(=O)NC=C1,0.1853
CC1=NC(=O)NC=N1,0.2015
CC1=NC(=O)OC=C1,0.1896
CC1=NC(=O)OC=N1,0.2026
NC1=CC(=N)OC=C1,0.1688
NC1=CC(=N)OC=N1,0.1717
NC1=CC(=O)NC=C1,0.1858
NC1=CC(=O)NC=N1,0.1913
NC1=CC(=O)OC=C1,0.1849
NC1=CC(=O)OC=N1,0.1893
NC1=NC(=N)OC=C1,0.1797
NC1=NC(=N)OC=N1,0.1878
NC1=NC(=O)NC=C1,0.1974
NC1=NC(=O)NC=N1,0.2116
NC1=NC(=O)OC=C1,0.2037
NC1=NC(=O)OC=N1,0.2146
[O-]C1=CC(=[NH2+])NC=C1,0.203
OC1=CC(=N)NC=N1,0.1755
OC1=CC(=N)OC=C1,0.1696
OC1=CC(=N)OC=N1,0.1755
OC1=CC(=O)NC=C1,0.1883
OC1=CC(=O)NC=N1,0.195
OC1=CC(=O)OC=N1,0.1941
OC1=NC(=N)NC=N1,0.186
OC1=NC(=N)OC=C1,0.1818
OC1=NC(=N)OC=N1,0.1909
OC1=NC(=O)NC=C1,0.1967
OC1=NC(=O)NC=N1,0.2149
OC1=NC(=O)OC=C1,0.2027
OC1=NC(=O)OC=N1,0.2197
CC1=CC=CC(C)=C1,0.2371
CC1=CC(C)=CN=C1,0.2239
CC1=CC(C)=NC=C1,0.2293
CC1=CC(C)=NC=N1,0.2132
CC1=CC=CC(C)=N1,0.224
CC1=CC=CC(N)=C1,0.2074
CC1=CC=CC(O)=C1,0.2179
CC1=CC=CC(O)=N1,0.2101
CC1=CC=NC(N)=N1,0.199
CC1=CC=NC(O)=C1,0.2159
CC1=CC=NC(O)=N1,0.2151
CC1=CN=CC(C)=N1,0.1957
CC1=CN=CC(N)=C1,0.1968
CC1=CN=CC(N)=N1,0.1866
CC1=CN=CC(O)=C1,0.2087
CC1=CN=CC(O)=N1,0.1979
CC1=NC(C)=NC=C1,0.2092
CC1=NC=NC(C)=N1,0.2185
CC1=NC=CC(N)=N1,0.2168
CC1=NC=CC(O)=C1,0.2415
CC1=NC=CC(O)=N1,0.2248
CC1=NC=NC(N)=C1,0.2209
CC1=NC=NC(N)=N1,0.2225
CC1=NC=NC(O)=C1,0.2317
CC1=NC=NC(O)=N1,0.2286
NC1=CC=CC(N)=C1,0.2065
NC1=CC(N)=CN=C1,0.1937
NC1=CC(N)=NC=N1,0.2255
NC1=CC(O)=NC=C1,0.2238
NC1=CC=CC(O)=C1,0.2102
NC1=CC=CC(O)=N1,0.2001
NC1=CN=CC(N)=N1,0.1813
NC1=CN=CC(O)=C1,0.1975
NC1=CN=CC(O)=N1,0.1855
NC1=NC=NC(N)=N1,0.2279
NC1=NC(O)=NC=C1,0.2153
NC1=NC=CC(O)=C1,0.2137
NC1=NC=CC(O)=N1,0.2096
NC1=NC=NC(O)=C1,0.2268
NC1=NC=NC(O)=N1,0.2299
OC1=CC=CC(O)=C1,0.2176
OC1=CC(O)=CN=C1,0.2049
OC1=CC(O)=NC=N1,0.2378
OC1=CC=CC(O)=N1,0.2072
OC1=CN=CC(O)=N1,0.1928
OC1=NC(O)=NC=C1,0.2213
OC1=NC=NC(O)=N1,0.2398
CC1=CC=CC(=N)O1,0.166
CC1=CC=CC(=O)N1,0.1768
CC1=CC=CC(=O)O1,0.1766
CC1=CC=NC(=N)O1,0.1657
CC1=CC=NC(=O)N1,0.1802
CC1=CC=NC(=O)O1,0.1832
CC1=CN=CC(=N)O1,0.1589
CC1=CN=CC(=O)N1,0.1696
CC1=CN=CC(=O)O1,0.169
CC1=NC=CC(=N)O1,0.1813
CC1=NC=CC(=O)N1,0.1957
CC1=NC=CC(=O)O1,0.1951
CC1=NC=NC(=N)N1,0.1779
CC1=NC=NC(=N)O1,0.1839
CC1=NC=NC(=O)N1,0.2012
CC1=NC=NC(=O)O1,0.203
NC1=CC=CC(=N)O1,0.1637
NC1=CC=CC(=O)N1,0.1763
NC1=CC=CC(=O)O1,0.1697
NC1=CC=NC(=N)O1,0.1705
NC1=CC=NC(=O)N1,0.1858
NC1=CC=NC(=O)O1,0.1826
NC1=CN=CC(=N)O1,0.1546
NC1=CN=CC(=O)N1,0.1656
NC1=CN=CC(=O)O1,0.157
NC1=NC=CC(=N)O1,0.1823
NC1=NC=CC(=O)N1,0.1962
NC1=NC=CC(=O)O1,0.1892
NC1=NC=NC(=N)O1,0.193
NC1=NC=NC(=O)N1,0.2117
NC1=NC=NC(=O)O1,0.2076
OC1=CC=CC(=N)O1,0.1675
OC1=CC=CC(=O)N1,0.182
OC1=CC=CC(=O)O1,0.1742
OC1=CC=NC(=N)O1,0.1727
OC1=CC=NC(=O)O1,0.1852
OC1=CN=CC(=N)N1,0.1587
OC1=CN=CC(=N)O1,0.1593
OC1=CN=CC(=O)O1,0.1625
OC1=NC=CC(=N)N1,0.1865
OC1=NC=CC(=N)O1,0.1868
OC1=NC=CC(=O)O1,0.196
OC1=NC=NC(=N)N1,0.1922
OC1=NC=NC(=N)O1,0.1946
OC1=NC=NC(=O)O1,0.2007
CC1=C(C)NC(=O)N1,0.2305
CC1=C(C)OC(=N)N1,0.2219
CC1=C(C)OC(=N)O1,0.2367
CC1=C(C)OC(=O)N1,0.238
CC1=C(C)OC(=O)O1,0.2508
CC1=C(N)NC(=O)N1,0.2291
CC1=C(N)NC(=O)O1,0.2373
CC1=C(N)OC(=N)N1,0.2228
CC1=C(N)OC(=N)O1,0.2372
CC1=C(N)OC(=O)N1,0.2393
CC1=C(N)OC(=O)O1,0.252
CC1=C(O)NC(=N)O1,0.2279
CC1=C(O)NC(=O)N1,0.2301
CC1=C(O)OC(=N)O1,0.2441
CC1=C(O)OC(=O)N1,0.2438
NC1=C(N)NC(=O)N1,0.2326
NC1=C(N)OC(=N)N1,0.2294
NC1=C(N)OC(=N)O1,0.2395
NC1=C(N)OC(=O)N1,0.2392
NC1=C(N)OC(=O)O1,0.2482
NC1=C(O)NC(=O)N1,0.2251
NC1=C(O)NC(=O)O1,0.2456
NC1=C(O)OC(=N)N1,0.2266
NC1=C(O)OC(=N)O1,0.248
NC1=C(O)OC(=O)N1,0.2423
NC1=C(O)OC(=O)O1,0.2573
OC1=C(O)NC(=O)N1,0.2184
CC1=C(C)C=C(N)N1,0.229
CC1=C(C)C=C(N)O1,0.2198
CC1=C(C)C=C(O)N1,0.2364
CC1=C(C)N=C(N)O1,0.2312
CC1=C(C)N=C(O)N1,0.2456
CC1=C(C)N=C(O)O1,0.2413
CC1=C(N)C=C(N)N1,0.2218
CC1=C(N)C=C(N)O1,0.2147
CC1=C(N)C=C(O)N1,0.2295
CC1=C(N)N=C(N)O1,0.2162
CC1=C(N)N=C(O)N1,0.2275
CC1=C(N)N=C(O)O1,0.2235
CC1=C(N)NC(O)=C1,0.2396
CC1=C(N)NC(O)=N1,0.2482
CC1=C(N)OC(N)=C1,0.2204
CC1=C(N)OC(N)=N1,0.232
CC1=C(N)OC(O)=C1,0.2285
CC1=C(N)OC(O)=N1,0.241
CC1=C(O)C=C(N)N1,0.2205
CC1=C(O)C=C(N)O1,0.2157
CC1=C(O)C=C(O)N1,0.2306
CC1=C(O)N=C(N)N1,0.2206
CC1=C(O)N=C(N)O1,0.2211
CC1=C(O)N=C(O)N1,0.2345
CC1=C(O)N=C(O)O1,0.2297
CC1=C(O)NC(N)=C1,0.2275
CC1=C(O)NC(O)=C1,0.2333
CC1=C(O)NC(O)=N1,0.2438
CC1=C(O)OC(N)=C1,0.2237
CC1=CC(C)=C(C)N1,0.233
CC1=CC(C)=C(C)O1,0.228
CC1=CC(C)=C(N)N1,0.2388
CC1=CC(C)=C(N)O1,0.2291
CC1=CC(C)=C(O)N1,0.2296
CC1=CC(N)=C(C)N1,0.2213
CC1=CC(N)=C(C)O1,0.2136
CC1=CC(N)=C(N)O1,0.2132
CC1=CC(N)=C(O)N1,0.2188
CC1=CC(N)=C(O)O1,0.2129
CC1=CC(O)=C(C)N1,0.2208
CC1=CC(O)=C(C)O1,0.216
CC1=CC(O)=C(N)N1,0.2273
CC1=CC(O)=C(N)O1,0.2107
CC1=CC(O)=C(O)N1,0.2253
CC1=NC(C)=C(C)O1,0.2333
CC1=NC(C)=C(N)O1,0.2349
CC1=NC(C)=C(O)N1,0.2347
CC1=NC(N)=C(C)O1,0.2077
CC1=NC(N)=C(N)O1,0.216
CC1=NC(N)=C(O)N1,0.2326
CC1=NC(N)=C(O)O1,0.2076
CC1=NC(O)=C(C)N1,0.2186
CC1=NC(O)=C(C)O1,0.2139
CC1=NC(O)=C(N)N1,0.2249
CC1=NC(O)=C(N)O1,0.2162
CC1=NC(O)=C(O)N1,0.2146
NC1=C(N)N=C(O)N1,0.2337
NC1=C(N)N=C(O)O1,0.226
NC1=C(O)C=C(O)N1,0.2336
NC1=C(O)N=C(O)N1,0.2409
NC1=C(O)N=C(O)O1,0.2323
NC1=C(O)NC(O)=C1,0.2208
NC1=C(O)NC(O)=N1,0.2267
NC1=C(O)OC(O)=N1,0.2233
NC1=CC(N)=C(N)O1,0.215
NC1=CC(N)=C(O)N1,0.2152
NC1=CC(N)=C(O)O1,0.2141
NC1=CC(O)=C(N)N1,0.2269
NC1=CC(O)=C(N)O1,0.2194
NC1=CC(O)=C(O)N1,0.227
NC1=CC(O)=C(O)O1,0.2166
NC1=NC(N)=C(N)O1,0.2184
NC1=NC(N)=C(O)O1,0.2166
NC1=NC(O)=C(N)N1,0.2267
NC1=NC(O)=C(N)O1,0.2235
NC1=NC(O)=C(O)N1,0.2167
OC1=CC(O)=C(O)N1,0.2238
OC1=NC(O)=C(O)N1,0.2359
CN1C=C(C)C(C)=C1,0.245
CN1C=C(C)C(N)=C1,0.2264
CN1C=C(C)C(O)=C1,0.2325
CN1C=C(N)C(N)=C1,0.2254
CN1C=C(N)C(O)=C1,0.225
CN1C=C(O)C(O)=C1,0.2319
CN1C=C(C)C=C1C,0.2409
CN1C=C(C)C=C1N,0.2355
CN1C=C(C)C=C1O,0.2397
CN1C=C(C)N=C1C,0.2414
CN1C=C(C)N=C1O,0.247
CN1C=C(N)C=C1C,0.22
CN1C=C(N)C=C1N,0.2221
CN1C=C(N)C=C1O,0.2297
CN1C=C(N)N=C1O,0.2299
CN1C=C(O)C=C1C,0.226
CN1C=C(O)C=C1N,0.2262
CN1C=C(O)C=C1O,0.2333
CN1C=C(O)N=C1C,0.2223
CN1C=C(O)N=C1N,0.2247
CN1C=C(O)N=C1O,0.2372
CN1C=C(C)NC1=O,0.2275
CN1C=C(C)OC1=N,0.2163
CN1C=C(C)OC1=O,0.2333
CN1C=C(N)NC1=O,0.228
CN1C=C(N)OC1=N,0.2199
CN1C=C(N)OC1=O,0.2331
CN1C=C(O)NC1=O,0.2288
CN1C=C(O)OC1=N,0.2272
CN1C=C(O)OC1=O,0.2449
CC1=CC=C(C)C=C1,0.2322
CC1=CC=C(N)C=C1,0.2021
CC1=CC=C(O)C=C1,0.2131
CC1=CN=C(C)C=C1,0.2218
CC1=CN=C(C)C=N1,0.1956
CC1=CN=C(C)N=C1,0.2069
CC1=CN=C(N)C=C1,0.1951
CC1=CN=C(N)C=N1,0.1823
CC1=CN=C(N)N=C1,0.1924
CC1=CN=C(O)C=C1,0.2063
CC1=CN=C(O)C=N1,0.1939
CC1=CN=C(O)N=C1,0.2068
CC1=NC=C(N)C=C1,0.193
CC1=NC=C(N)C=N1,0.19
CC1=NC=C(N)N=C1,0.1823
CC1=NC=C(O)C=C1,0.2046
CC1=NC=C(O)C=N1,0.2041
CC1=NC=C(O)N=C1,0.1939
NC1=CC=C(N)C=C1,0.1817
NC1=CC=C(O)C=C1,0.1879
NC1=CN=C(N)C=C1,0.1739
NC1=CN=C(N)C=N1,0.1612
NC1=CN=C(N)N=C1,0.168
NC1=CN=C(O)C=C1,0.1797
NC1=CN=C(O)C=N1,0.1672
NC1=CN=C(O)N=C1,0.1751
NC1=NC=C(O)C=C1,0.1798
NC1=NC=C(O)C=N1,0.1755
OC1=CC=C(O)C=C1,0.1961
OC1=CN=C(O)C=C1,0.188
OC1=CN=C(O)C=N1,0.176
OC1=CN=C(O)N=C1,0.1861
CC1=CNC(=O)C=C1,0.1746
CC1=CNC(=O)C=N1,0.1656
CC1=CNC(=O)N=C1,0.1753
CC1=COC(=N)C=C1,0.1648
CC1=COC(=N)C=N1,0.1594
CC1=COC(=N)N=C1,0.1618
CC1=COC(=O)C=C1,0.175
CC1=COC(=O)C=N1,0.1659
CC1=COC(=O)N=C1,0.1782
NC1=CNC(=O)C=C1,0.1555
NC1=CNC(=O)C=N1,0.1395
NC1=CNC(=O)N=C1,0.1511
NC1=COC(=N)C=C1,0.1504
NC1=COC(=N)C=N1,0.1345
NC1=COC(=N)N=C1,0.1444
NC1=COC(=O)C=C1,0.1549
NC1=COC(=O)C=N1,0.1359
